transaction_amount,time_since_last_transaction,merchant_category,account_age,is_foreign_transaction,device_mismatch,is_fraudulent
34.59,10.71,restaurant,82,0,0,0
68.65,12.71,gas_station,426,0,0,0
77.93,27.58,online_retail,522,0,1,1
6.3,93.57,pharmacy,316,0,0,0
21.01,26.14,atm,374,0,0,0
13.2,25.37,grocery,689,0,0,0
363.59,9.54,entertainment,322,0,0,0
43.83,59.76,atm,392,0,0,0
8.63,40.65,atm,156,0,0,0
8.63,8.71,airline,429,1,0,0
134.88,5.64,other,618,0,0,0
46.03,8.31,atm,366,1,0,0
99.11,19.52,airline,448,0,0,0
32.61,25.7,gas_station,538,0,0,0
11.54,44.16,grocery,316,1,0,0
39.74,52.28,other,368,0,0,0
86.08,13.53,airline,186,0,0,0
225.46,8.92,restaurant,359,0,0,0
88.62,48.52,entertainment,176,0,0,0
18.41,0.94,online_retail,303,0,0,0
177.83,46.67,entertainment,97,1,0,0
18.48,39.89,other,232,0,0,0
15.45,70.61,entertainment,255,0,0,0
1.86,79.59,online_retail,204,0,1,0
27.55,7.53,other,123,0,0,0
126.91,64.08,airline,30,0,0,0
23.17,1.89,online_retail,101,0,0,0
15.53,8.2,hotel,188,0,0,0
13.23,14.7,atm,350,1,0,0
67.77,5.65,atm,730,0,0,0
6.9,12.51,hotel,30,0,0,0
6.21,26.78,online_retail,30,0,0,0
23.33,33.27,entertainment,469,0,0,0
52.66,36.4,atm,184,0,0,0
38.05,52.39,atm,271,0,0,0
29.03,9.45,other,516,0,0,0
5.22,86.47,online_retail,490,0,0,0
274.67,9.08,pharmacy,563,1,0,0
6.31,10.5,atm,149,0,0,0
28.45,21.95,restaurant,261,0,0,0
11.02,12.62,gas_station,400,0,0,0
8.58,47.71,gas_station,317,1,0,0
19.76,68.09,atm,454,0,0,0
14.2,1.48,online_retail,264,0,0,0
4.47,61.86,entertainment,167,0,0,0
3.3,5.13,grocery,453,0,0,0
25.62,55.63,hotel,415,0,1,0
22.35,3.13,other,564,0,0,0
21.05,4.29,entertainment,273,1,0,0
15.24,57.17,atm,295,1,0,0
25.16,4.22,online_retail,691,0,1,0
28.66,50.8,atm,336,0,0,0
66.01,26.78,entertainment,401,0,0,0
9.56,17.03,airline,380,0,0,0
18.15,31.41,online_retail,55,0,0,0
34.07,6.26,atm,588,0,0,0
97.54,6.28,pharmacy,338,0,0,0
10.62,6.03,other,522,0,1,0
31.64,15.19,hotel,76,0,1,1
84.75,10.72,pharmacy,43,0,0,0
7.82,1.14,atm,395,0,0,0
38.04,16.85,entertainment,189,0,0,0
7.16,2.02,hotel,436,0,0,0
63.94,72.01,pharmacy,479,0,0,0
67.64,8.35,other,354,0,0,0
39.48,98.45,gas_station,325,0,0,0
32.41,1.56,grocery,118,0,0,0
27.3,5.37,restaurant,82,0,0,0
24.92,0.22,airline,562,1,0,1
25.38,99.32,online_retail,368,0,0,0
162.23,5.08,pharmacy,125,0,0,0
9.18,31.33,entertainment,459,1,0,0
12.94,105.07,restaurant,441,0,0,0
18.05,1.89,grocery,669,0,0,0
24.78,15.28,airline,581,0,0,0
24.22,12.2,airline,289,0,0,0
50.2,8.19,grocery,30,0,0,0
4.57,9.41,other,30,0,0,0
26.73,11.85,hotel,117,0,0,0
19.4,8.88,atm,328,0,0,0
22.4,3.62,entertainment,341,0,0,0
160.08,17.3,atm,480,0,0,0
6.46,0.41,atm,474,0,0,0
10.15,59.97,pharmacy,608,0,0,0
15.16,26.64,restaurant,67,1,0,0
68.68,2.93,pharmacy,78,0,0,0
8.94,25.35,gas_station,290,0,0,0
19.88,38.95,airline,529,0,0,0
49.94,6.27,hotel,373,0,0,0
32.04,82.4,other,527,0,0,0
16.82,0.49,gas_station,425,0,0,0
10.35,3.8,gas_station,203,0,0,0
289.71,47.06,online_retail,253,1,0,0
71.37,9.24,gas_station,260,0,0,0
16.26,41.86,online_retail,30,0,0,0
137.55,2.1,airline,454,0,1,1
12.13,11.79,other,619,0,0,0
119.57,99.78,restaurant,736,0,1,0
36.2,14.24,grocery,284,0,0,0
1.66,8.97,pharmacy,585,0,0,0
26.0,16.34,airline,477,0,0,0
4.09,5.62,gas_station,429,0,0,0
265.49,12.16,gas_station,600,0,0,0
30.75,16.35,airline,185,0,0,0
25.94,73.87,restaurant,619,0,0,0
19.41,30.28,airline,568,0,0,0
44.47,14.36,other,376,0,0,0
20.62,11.22,restaurant,453,0,0,0
15.22,0.5,grocery,315,0,0,0
43.9,60.76,gas_station,616,0,0,0
33.6,10.72,gas_station,217,0,0,0
21.38,30.14,hotel,583,1,1,1
83.09,17.07,atm,497,0,0,0
4.71,36.44,other,70,0,0,0
1102.72,66.93,entertainment,714,0,0,0
8.35,42.94,airline,528,0,0,0
19.92,15.79,restaurant,408,0,0,0
10.86,63.0,grocery,88,0,0,0
20.76,5.92,other,176,0,0,0
102.84,11.21,atm,686,0,0,0
9.15,34.29,entertainment,356,0,0,0
33.2,2.53,online_retail,377,0,0,0
18.67,24.01,other,345,0,0,0
13.23,25.38,restaurant,612,0,0,0
14.45,10.13,online_retail,488,0,0,0
4.65,50.54,atm,364,0,0,0
48.69,8.11,airline,450,0,0,0
58.87,14.92,grocery,218,0,0,0
11.8,81.74,airline,364,0,0,0
26.1,14.6,hotel,529,0,0,0
205.16,9.35,airline,166,0,0,0
33.77,15.59,gas_station,111,0,0,0
14.22,10.28,airline,256,0,0,0
58.52,56.49,grocery,421,0,0,0
30.18,3.7,atm,506,0,0,0
7.56,13.68,entertainment,375,0,0,0
12.27,55.46,hotel,578,0,1,1
5.48,20.68,online_retail,283,1,0,0
9.53,11.81,online_retail,356,1,0,0
10.44,48.09,gas_station,652,0,0,0
68.88,36.59,grocery,340,1,0,0
42.1,14.5,gas_station,290,0,0,0
49.61,37.06,airline,355,0,0,0
9.44,27.5,gas_station,76,0,0,0
40.87,42.77,online_retail,295,0,0,0
17.88,9.39,pharmacy,411,0,0,0
14.03,48.49,pharmacy,766,0,0,0
23.88,35.05,gas_station,548,0,0,0
42.52,31.49,grocery,355,0,0,0
6.57,1.47,restaurant,63,0,0,0
27.69,0.87,other,424,0,0,0
7.44,11.69,other,220,0,0,0
10.0,76.29,hotel,674,0,0,0
18.52,48.99,hotel,554,1,0,0
15.93,36.23,pharmacy,613,0,0,0
59.89,7.04,atm,423,0,0,0
10.74,86.2,pharmacy,481,0,0,0
64.61,10.62,airline,101,0,0,0
23.63,0.19,grocery,48,0,0,0
5.72,17.91,entertainment,726,0,0,0
43.43,13.67,hotel,272,0,0,0
29.07,27.52,atm,585,0,0,0
48.4,61.92,online_retail,213,0,0,0
116.61,3.1,gas_station,199,0,0,0
22.58,4.23,other,130,1,0,0
12.62,41.01,pharmacy,439,0,0,0
31.57,24.22,hotel,346,0,0,0
3.35,8.98,other,259,1,0,0
62.23,83.95,pharmacy,264,0,0,0
9.94,12.15,atm,439,0,0,0
15.03,53.65,online_retail,186,0,0,0
11.36,0.35,atm,137,1,0,1
17.85,16.05,airline,49,1,0,0
18.96,52.14,gas_station,410,0,0,0
9.09,75.34,gas_station,348,0,0,0
37.22,31.86,atm,310,0,0,0
11.6,69.04,entertainment,191,0,0,0
9.9,2.41,restaurant,431,0,0,0
52.43,17.06,hotel,170,0,0,0
7.33,53.06,restaurant,208,1,0,0
17.26,4.51,entertainment,195,0,0,0
4.73,7.65,gas_station,457,0,0,0
11.88,4.7,pharmacy,265,0,0,0
23.02,69.37,other,659,0,0,0
5.04,31.38,restaurant,30,0,0,0
9.94,32.61,other,406,0,0,0
17.83,1.16,airline,402,0,0,0
32.14,63.39,other,410,0,0,0
79.01,14.74,restaurant,488,0,0,0
47.27,2.96,atm,491,0,0,0
32.01,12.08,airline,269,0,0,0
26.35,27.21,other,242,0,0,0
7.87,0.79,entertainment,797,0,0,0
19.18,19.43,grocery,279,1,0,0
46.05,5.93,hotel,76,1,0,0
9.89,2.26,atm,416,0,0,0
158.28,13.35,pharmacy,447,0,0,0
55.55,2.49,grocery,30,0,0,0
0.92,8.33,entertainment,562,0,0,0
22.49,57.22,pharmacy,543,0,0,0
13.33,6.0,pharmacy,343,0,0,0
25.82,1.78,restaurant,372,0,0,0
22.5,0.08,restaurant,61,0,0,0
31.52,13.18,hotel,220,0,0,0
34.93,9.54,hotel,463,0,0,0
44.96,43.68,atm,189,0,0,0
59.37,32.58,gas_station,576,0,0,0
3.48,32.32,restaurant,336,0,0,0
27.45,15.77,pharmacy,671,0,0,0
13.55,47.61,entertainment,138,0,0,0
40.58,16.21,airline,222,0,0,0
11.26,33.95,gas_station,397,0,0,0
7.2,3.02,atm,774,0,1,1
14.55,2.29,atm,30,0,0,0
105.93,28.08,gas_station,207,0,0,0
188.38,16.58,other,486,0,0,0
16.76,78.68,entertainment,689,1,0,0
37.1,43.19,online_retail,387,0,0,0
12.42,112.41,hotel,251,0,1,0
2.3,14.21,gas_station,204,0,0,0
19.44,9.64,atm,314,0,0,0
141.21,11.55,atm,392,0,0,0
554.83,0.85,entertainment,256,0,0,0
126.9,51.31,restaurant,600,0,0,0
83.63,11.27,gas_station,400,0,0,0
3.46,46.03,online_retail,258,1,0,0
9.1,1.56,atm,351,0,0,0
631.3,4.51,gas_station,394,0,0,0
119.22,38.14,pharmacy,337,0,0,0
58.96,19.6,other,67,0,0,0
2.75,10.09,atm,741,0,0,0
13.1,14.65,pharmacy,527,0,0,0
389.88,5.76,other,341,0,0,0
25.03,47.82,online_retail,412,0,0,0
10.03,51.43,atm,469,0,0,0
36.35,50.39,atm,30,0,0,0
8.02,3.48,hotel,130,0,0,0
16.05,17.81,pharmacy,505,0,0,0
18.44,25.86,online_retail,242,0,0,0
19.03,0.94,hotel,422,0,0,0
28.0,10.03,gas_station,257,0,0,0
22.37,2.59,pharmacy,171,0,0,0
14.72,6.74,airline,276,1,0,0
20.71,26.45,online_retail,825,0,0,0
31.54,1.33,restaurant,124,0,0,0
8.16,128.25,hotel,147,1,0,0
4.05,4.92,airline,560,0,0,0
22.12,21.48,restaurant,563,0,0,0
516.09,6.3,gas_station,121,0,0,0
23.56,49.27,pharmacy,200,0,1,0
31.71,40.27,pharmacy,30,0,0,0
21.64,14.61,grocery,509,0,0,0
4.55,2.1,pharmacy,365,0,0,0
355.19,5.08,grocery,568,0,0,0
99.15,8.82,restaurant,310,0,1,1
76.47,30.15,online_retail,187,0,0,0
10.75,13.12,hotel,303,0,0,0
24.4,5.05,gas_station,463,0,0,0
68.99,8.61,atm,226,1,0,0
11.79,21.99,pharmacy,252,0,0,0
19.16,4.6,hotel,499,0,0,0
75.32,64.0,online_retail,338,1,0,0
65.2,11.96,hotel,30,0,0,0
46.77,4.35,pharmacy,423,0,0,0
7.02,15.34,hotel,347,0,0,0
13.98,50.64,hotel,443,1,0,0
52.08,46.82,other,30,0,0,0
43.87,17.0,entertainment,307,0,0,0
9.99,70.55,gas_station,604,0,0,0
169.46,27.07,airline,149,0,0,0
9.3,2.44,airline,126,0,0,0
14.3,6.34,restaurant,30,0,0,0
22.67,12.19,restaurant,30,0,0,0
21.2,7.1,online_retail,467,0,0,0
18.65,34.93,airline,382,0,0,0
3.93,5.22,hotel,583,0,0,0
31.25,18.83,pharmacy,464,0,0,0
8.62,14.29,gas_station,244,0,0,0
40.4,8.8,entertainment,695,0,0,0
13.16,28.54,other,586,0,0,0
33.81,20.36,other,698,0,0,0
1175.46,15.71,atm,459,0,1,1
78.8,45.9,other,590,0,0,0
20.88,18.91,grocery,549,0,0,0
65.07,1.35,grocery,307,1,0,0
24.11,21.48,online_retail,235,0,0,0
27.88,13.61,gas_station,145,0,0,0
11.67,22.8,online_retail,171,0,0,0
13.91,21.7,online_retail,572,1,0,0
46.03,0.97,gas_station,467,0,0,0
5.78,37.83,airline,30,0,1,1
6.09,5.94,restaurant,674,0,0,0
16.62,32.93,pharmacy,220,0,0,0
11.02,59.99,online_retail,218,0,0,0
55.54,60.6,atm,208,0,0,0
13.91,7.17,other,507,0,0,0
12.01,17.19,hotel,185,0,0,0
13.23,76.27,pharmacy,552,0,0,0
47.23,0.91,entertainment,307,0,0,0
14.16,3.58,other,147,0,0,0
49.89,3.7,pharmacy,368,0,0,0
10.9,1.25,grocery,104,0,0,0
5.42,11.14,pharmacy,453,0,0,0
7.83,14.24,entertainment,221,0,0,0
90.44,61.05,gas_station,432,0,0,0
52.26,10.36,entertainment,460,0,0,0
33.6,11.92,restaurant,432,0,0,0
23.31,20.69,atm,394,0,0,0
135.36,42.47,online_retail,572,0,0,0
21.88,0.3,other,436,0,0,0
18.96,11.97,other,412,0,0,0
4.53,26.89,entertainment,100,0,0,0
0.23,2.91,gas_station,442,0,0,0
65.11,1.81,entertainment,509,1,0,0
15.75,44.16,grocery,370,0,0,0
39.57,33.75,atm,426,0,0,0
22.53,52.93,pharmacy,71,0,0,0
19.07,8.4,grocery,387,0,0,0
806.07,4.35,airline,161,0,0,0
13.52,14.22,pharmacy,283,0,0,0
22.32,10.05,gas_station,308,0,0,0
14.08,8.22,other,396,1,0,0
28.77,0.9,restaurant,581,0,0,0
3.72,5.56,atm,563,1,0,0
39.32,67.98,pharmacy,506,0,0,0
525.47,19.41,grocery,627,1,0,0
5.42,14.16,atm,308,0,0,0
34.3,21.04,grocery,456,1,0,0
87.35,96.1,atm,421,0,0,0
12.62,21.56,atm,784,0,0,0
19.58,51.72,other,256,0,0,0
418.71,19.95,hotel,552,0,0,0
6.18,57.39,other,220,0,0,0
6.77,16.33,hotel,821,0,0,0
98.65,47.3,atm,394,0,0,0
23.92,8.63,grocery,425,0,0,0
26.17,68.26,entertainment,469,0,0,0
81.64,16.57,gas_station,383,0,0,0
38.04,5.3,airline,312,0,0,0
17.25,14.63,hotel,216,1,0,0
4.72,39.92,hotel,558,0,0,0
11.79,3.21,entertainment,655,0,1,0
7.8,64.24,gas_station,684,0,0,0
31.8,6.33,entertainment,477,0,0,0
14.45,11.24,other,312,1,0,0
36.67,12.16,grocery,475,0,0,0
3.76,68.58,pharmacy,482,0,0,0
6.77,10.57,online_retail,172,0,0,0
4.08,44.59,hotel,462,0,0,0
38.38,16.95,hotel,554,0,0,0
55.69,1.05,pharmacy,249,0,0,0
65.69,59.27,atm,651,0,0,0
65.78,10.29,pharmacy,711,0,0,0
32.46,5.15,grocery,444,0,0,0
21.31,37.46,atm,286,0,0,0
25.72,5.66,entertainment,155,0,0,0
31.09,35.25,airline,559,0,0,0
1023.89,35.56,pharmacy,250,0,0,0
12.53,4.46,gas_station,220,0,0,0
6.01,8.97,airline,235,1,0,0
91.91,37.76,grocery,293,0,0,0
14.07,50.43,entertainment,343,0,1,1
158.16,5.17,restaurant,316,0,1,1
2.87,0.8,other,265,0,0,0
16.19,13.88,entertainment,205,0,0,0
114.15,15.25,restaurant,596,0,0,0
59.48,5.08,online_retail,337,0,0,0
1.92,7.71,other,30,0,0,0
867.81,17.21,restaurant,549,0,0,0
44.92,9.59,restaurant,426,1,0,0
13.46,47.4,pharmacy,61,0,0,0
33.66,13.91,entertainment,458,0,0,0
64.8,2.88,restaurant,150,1,0,0
19.15,1.75,pharmacy,425,0,0,0
122.75,40.27,grocery,379,0,0,0
145.5,34.35,restaurant,56,0,0,0
50.24,2.05,gas_station,325,0,0,0
18.88,1.8,online_retail,68,0,0,0
15.03,29.08,other,716,0,0,0
60.97,24.29,atm,690,0,0,0
23.77,43.68,grocery,30,0,0,0
1.3,8.42,restaurant,398,1,0,0
49.3,42.85,pharmacy,289,0,0,0
7.77,1.54,pharmacy,449,0,0,0
16.81,48.34,restaurant,30,1,0,0
18.31,17.02,airline,199,0,0,0
69.22,5.51,entertainment,575,0,0,0
4.45,29.95,airline,634,0,0,0
95.41,9.28,online_retail,149,0,0,0
8.69,15.3,atm,410,0,0,0
12.37,5.97,other,301,0,0,0
4.84,36.56,hotel,372,0,0,0
25.7,70.36,gas_station,370,0,0,0
11.55,1.47,entertainment,396,0,0,0
127.87,7.68,online_retail,261,0,1,0
615.91,3.64,restaurant,458,0,0,0
4.4,5.43,other,270,0,0,0
47.7,10.18,online_retail,515,0,0,0
48.5,31.98,airline,87,0,0,0
17.59,17.3,restaurant,815,0,0,0
35.35,6.67,hotel,697,0,0,0
12.14,48.11,gas_station,805,1,0,0
49.92,0.72,grocery,219,0,0,0
753.7,136.5,pharmacy,484,0,0,0
13.51,31.67,online_retail,599,1,0,0
5.16,6.7,other,420,0,0,0
6.14,148.22,online_retail,421,1,1,1
53.95,7.41,other,624,0,0,0
9.88,15.49,restaurant,566,0,0,0
13.38,10.3,other,339,0,0,0
8.8,11.08,other,411,0,0,0
12.63,6.13,pharmacy,303,0,0,0
28.84,31.53,grocery,166,0,0,0
17.97,37.28,airline,616,0,0,0
27.88,1.83,online_retail,301,0,0,0
32.98,10.02,entertainment,30,0,0,0
18.51,17.4,hotel,138,0,0,0
7.21,16.5,pharmacy,283,0,0,0
17.31,21.49,entertainment,336,0,0,0
15.27,20.71,grocery,77,0,0,0
7.54,3.64,pharmacy,557,0,0,0
116.4,93.86,restaurant,204,0,0,0
37.9,50.74,entertainment,538,0,0,0
43.94,7.88,pharmacy,418,0,0,0
38.3,13.15,atm,667,1,0,0
25.83,21.41,other,678,0,0,0
12.2,39.2,atm,158,0,0,0
7.44,26.63,grocery,361,0,0,0
14.77,36.6,other,30,0,0,0
48.12,30.58,restaurant,478,0,0,0
22.68,2.0,atm,365,0,0,0
15.11,58.6,airline,622,0,0,0
3.77,13.0,atm,555,0,0,0
25.38,6.46,gas_station,252,0,0,0
27.86,20.87,other,469,1,0,0
18.2,8.67,airline,215,0,0,0
11.7,27.97,other,206,0,0,0
116.5,5.04,gas_station,668,0,0,0
15.14,13.48,other,435,0,0,0
10.66,54.53,other,87,0,0,0
48.26,39.05,atm,441,0,0,0
30.33,3.56,pharmacy,345,1,0,0
15.93,2.6,grocery,407,0,0,0
16.11,33.86,atm,45,0,0,0
103.97,0.93,airline,572,0,0,0
78.64,1.25,restaurant,290,0,0,0
177.86,7.27,gas_station,152,0,0,0
190.53,37.6,airline,255,0,0,0
6.33,2.77,grocery,522,0,0,0
26.85,8.73,restaurant,30,0,0,0
19.28,3.22,pharmacy,677,0,0,0
13.07,8.87,online_retail,158,0,0,0
23.06,2.76,grocery,351,0,0,0
9.22,9.02,online_retail,180,0,0,0
28.69,24.7,grocery,304,0,0,0
27.94,29.13,grocery,294,0,1,0
14.18,14.8,other,157,0,0,0
29.73,22.77,atm,331,0,0,0
10.06,144.11,gas_station,474,1,0,0
6.96,89.43,restaurant,572,0,0,0
46.01,25.04,atm,683,0,0,0
10.42,5.1,airline,299,0,0,0
2.65,43.82,gas_station,387,1,0,0
49.29,43.7,airline,385,0,0,0
5.39,18.0,airline,434,0,0,0
17.54,5.63,other,372,0,0,0
2.35,2.55,grocery,488,0,0,0
94.43,3.49,entertainment,504,1,0,0
666.5,3.59,pharmacy,373,0,0,0
9.0,6.77,gas_station,423,0,0,0
11.01,9.87,entertainment,526,0,0,0
32.32,38.49,gas_station,349,0,0,0
10.64,6.3,other,236,0,0,0
28.83,5.69,restaurant,409,0,0,0
6.4,39.2,airline,641,0,0,0
5.36,10.37,atm,30,0,0,0
39.07,15.05,restaurant,306,0,0,0
10.22,24.17,gas_station,439,0,0,0
7.32,1.96,restaurant,417,0,0,0
31.66,23.31,other,321,1,0,0
19.68,1.26,atm,30,0,0,0
40.02,27.02,pharmacy,619,0,0,0
639.81,5.78,other,398,0,0,0
67.55,12.85,entertainment,511,0,0,0
9.11,25.84,gas_station,628,0,0,0
19.05,15.68,entertainment,259,0,0,0
17.84,20.52,airline,684,0,0,0
19.22,34.73,grocery,122,0,0,0
3.08,3.07,airline,269,0,0,0
83.34,46.27,hotel,211,0,0,0
18.65,18.38,airline,460,0,0,0
80.26,9.23,pharmacy,398,0,0,0
30.71,4.02,pharmacy,261,0,0,0
39.92,131.44,grocery,734,0,0,0
46.2,9.66,pharmacy,391,1,1,1
34.67,28.03,restaurant,724,0,0,0
19.6,9.69,other,30,0,0,0
5.46,52.94,other,386,0,0,0
6.76,2.1,pharmacy,596,0,1,0
13.93,12.87,entertainment,601,0,0,0
102.3,8.0,other,543,0,0,0
3.99,8.55,pharmacy,815,0,0,0
23.84,8.5,restaurant,518,0,0,0
40.32,2.07,online_retail,457,0,0,0
22.49,25.17,grocery,463,0,0,0
13.96,0.59,entertainment,471,0,0,0
13.8,0.57,pharmacy,425,1,0,0
21.3,31.59,pharmacy,570,0,0,0
8.85,0.91,gas_station,261,0,0,0
31.15,41.67,gas_station,357,0,0,0
19.44,29.98,pharmacy,394,0,0,0
33.13,11.73,other,482,0,0,0
10.01,0.4,atm,86,0,0,0
18.33,10.77,gas_station,542,0,0,0
16.74,103.11,online_retail,594,0,0,0
36.71,5.01,pharmacy,176,0,1,0
13.54,16.8,atm,351,0,0,0
43.59,74.74,gas_station,414,0,0,0
64.91,23.83,grocery,562,0,0,0
8.6,6.79,atm,469,0,0,0
20.08,0.61,grocery,272,0,0,0
7.53,27.58,atm,558,0,0,0
7.2,13.89,hotel,233,0,0,0
33.86,26.02,airline,174,0,0,0
46.99,15.98,other,193,0,0,0
24.44,135.18,gas_station,455,0,0,0
20.42,11.38,airline,474,0,0,0
15.17,49.22,restaurant,111,0,0,0
15.26,35.95,gas_station,439,0,0,0
14.08,6.07,airline,441,0,0,0
139.93,13.93,other,265,0,0,0
32.98,87.28,other,391,0,0,0
17.33,11.34,pharmacy,571,0,0,0
6.33,45.63,entertainment,228,0,0,0
395.75,7.47,restaurant,358,0,0,0
4.72,7.14,grocery,264,0,0,0
874.16,20.01,restaurant,525,0,0,0
7.92,8.04,airline,121,0,0,0
120.09,20.53,entertainment,823,0,0,0
5.65,15.56,pharmacy,126,0,0,0
15.83,30.9,other,549,1,0,0
72.38,4.9,hotel,412,0,0,0
8.37,57.56,online_retail,380,0,0,0
18.27,11.31,hotel,175,0,1,0
6.32,11.22,grocery,265,0,0,0
9.12,19.04,atm,568,0,0,0
14.8,0.64,online_retail,387,0,0,0
5.1,128.63,pharmacy,234,0,0,0
22.56,4.2,hotel,571,0,0,0
87.08,1.2,other,330,0,0,0
71.3,32.47,atm,557,0,0,0
9.77,23.58,gas_station,30,0,0,0
42.08,13.65,hotel,528,0,0,0
15.11,15.08,atm,670,0,0,0
11.7,31.46,hotel,54,0,0,0
41.48,3.35,pharmacy,58,0,0,0
41.42,12.56,pharmacy,404,0,0,0
20.02,16.97,pharmacy,231,0,0,0
14.82,0.93,hotel,451,0,0,0
15.43,3.51,hotel,466,0,0,0
24.0,69.88,atm,355,0,0,0
34.18,1.21,restaurant,401,0,0,0
16.84,18.25,online_retail,294,0,0,0
21.43,46.33,pharmacy,634,0,0,0
15.23,45.19,pharmacy,348,0,0,0
10.63,4.76,online_retail,556,0,0,0
57.98,29.42,gas_station,455,0,0,0
2.6,16.59,hotel,250,0,0,0
24.84,37.89,hotel,328,0,0,0
20.71,14.45,entertainment,385,0,0,0
31.27,25.35,restaurant,222,0,0,0
38.49,5.58,grocery,639,0,0,0
15.85,7.38,atm,242,0,0,0
31.3,56.64,other,192,0,0,0
4.56,29.56,other,160,0,0,0
36.49,55.57,hotel,478,1,1,1
778.52,47.18,other,378,0,0,0
12.92,10.43,entertainment,410,0,1,0
26.42,4.21,other,116,0,0,0
82.46,85.97,airline,482,0,0,0
9.99,48.83,gas_station,321,0,0,0
27.92,3.02,atm,339,0,0,0
61.57,34.4,airline,261,0,0,0
25.44,24.73,airline,307,0,0,0
2.85,27.05,pharmacy,30,0,1,1
13.19,2.58,gas_station,820,0,0,0
26.22,8.36,airline,294,0,0,0
29.11,16.91,hotel,222,0,0,0
15.02,14.11,online_retail,30,0,0,0
260.97,81.09,pharmacy,473,0,0,0
14.76,4.79,airline,708,0,0,0
15.98,15.6,entertainment,333,0,0,0
12.56,33.3,hotel,636,0,0,0
4.71,96.78,airline,346,0,0,0
9.12,55.49,restaurant,628,1,0,0
16.37,20.14,pharmacy,420,0,0,0
56.53,1.63,grocery,394,0,0,0
9.66,19.88,other,464,0,0,0
99.49,39.76,hotel,621,0,0,0
7.33,10.26,pharmacy,30,0,0,0
14.31,4.1,other,290,0,0,0
14.51,4.41,entertainment,36,0,0,0
24.96,2.83,pharmacy,471,0,0,0
19.55,23.82,restaurant,421,0,0,0
222.45,19.4,hotel,321,0,0,0
13.19,32.37,gas_station,221,0,0,0
84.89,19.18,restaurant,635,0,0,0
9.16,2.33,other,616,0,0,0
17.53,1.85,pharmacy,547,0,1,0
159.76,8.82,entertainment,552,0,0,0
16.38,25.93,online_retail,604,0,0,0
97.95,84.28,pharmacy,319,0,1,1
7.67,15.15,pharmacy,301,1,0,0
3.64,4.19,hotel,30,0,0,0
16.43,32.1,hotel,444,0,0,0
12.92,3.68,online_retail,391,0,0,0
10.54,11.52,online_retail,30,0,0,0
13.29,62.0,gas_station,708,0,0,0
3.08,19.68,grocery,581,0,0,0
32.86,14.83,airline,671,0,0,0
42.16,7.07,online_retail,262,0,0,0
96.74,15.8,grocery,664,0,0,0
9.69,8.39,gas_station,295,0,0,0
297.54,7.7,restaurant,432,0,0,0
29.1,9.19,hotel,30,0,0,0
19.22,20.32,atm,207,0,1,1
15.72,103.77,entertainment,299,0,0,0
6.83,5.87,pharmacy,30,0,0,0
11.45,22.97,restaurant,148,0,0,0
17.89,2.91,restaurant,493,0,0,0
13.75,37.68,airline,258,0,0,0
31.17,12.04,pharmacy,405,0,1,1
32.79,17.95,hotel,426,0,0,0
2.72,26.54,airline,30,0,0,0
13.95,5.86,restaurant,278,0,0,0
138.98,38.92,airline,191,0,0,0
53.75,48.83,online_retail,306,0,0,0
6.72,56.77,airline,30,1,0,0
58.57,25.5,pharmacy,251,0,0,0
16.57,6.93,grocery,322,0,0,0
263.5,65.43,grocery,33,0,0,0
24.04,43.61,online_retail,477,0,0,0
14.83,8.92,grocery,562,0,0,0
60.03,5.34,gas_station,504,0,0,0
6.99,62.74,grocery,885,0,0,0
21.32,12.03,hotel,319,0,0,0
3.76,0.66,hotel,405,0,0,0
182.74,3.24,entertainment,396,0,0,0
77.78,40.51,gas_station,321,1,0,0
69.76,59.14,airline,736,0,0,0
28.09,1.87,pharmacy,340,0,1,0
12.53,3.62,pharmacy,63,0,1,1
22.21,24.92,pharmacy,213,0,0,0
1600.26,19.26,online_retail,588,0,0,0
35.03,11.46,pharmacy,288,0,0,0
61.66,23.78,hotel,58,0,0,0
4.59,48.4,gas_station,271,0,0,0
12.98,9.21,hotel,645,1,0,0
2.74,0.98,gas_station,344,0,0,0
14.8,12.04,gas_station,312,0,0,0
1048.68,20.17,other,384,0,0,0
33.11,1.49,airline,233,0,0,0
33.7,45.21,grocery,513,0,0,0
99.45,11.36,entertainment,212,0,0,0
27.31,130.06,other,71,0,0,0
66.99,25.4,airline,603,0,0,0
67.49,19.53,entertainment,121,0,0,0
2.84,3.78,atm,350,0,0,0
20.82,14.89,other,30,0,0,0
43.44,4.66,gas_station,390,0,0,0
67.6,30.44,pharmacy,284,0,0,0
88.22,91.68,gas_station,504,1,0,0
28.45,40.88,grocery,222,0,0,0
599.21,5.61,airline,677,0,0,0
176.76,3.91,pharmacy,468,0,0,0
1.63,40.34,gas_station,580,0,0,0
87.28,16.46,gas_station,30,0,0,0
11.63,11.1,other,651,0,0,0
7.92,2.15,hotel,467,0,0,0
17.83,45.13,hotel,248,0,0,0
21.13,4.6,airline,419,0,0,0
11.31,7.23,gas_station,307,0,0,0
7.37,42.67,other,456,1,0,0
44.28,6.85,gas_station,191,0,0,0
19.49,12.53,atm,383,0,0,0
13.02,1.4,pharmacy,456,0,0,0
8.83,6.65,grocery,354,0,0,0
18.18,1.05,airline,439,0,0,0
28.0,3.5,hotel,387,0,0,0
182.29,9.11,gas_station,344,0,0,0
